water_system_no,water_system_name,type,status,county,source_type,link
SC1780001,PRIMO-WALMART 0627 (SC1780001),NC,A,DILLON,GWP,
SC1880008,PRIMO-WALMART 0628 (1880008),NC,A,DORCHESTER,SWP,
SC2180004,PRIMO-WALMART 0630 (SC2180004),NC,A,FLORENCE,GWP,
SC3980003,PRIMO-WALMART 0631 (SC3980003),NC,A,PICKENS,SWP,
SC1080093,PRIMO-WALMART 0632 (SC1080093),NC,A,CHARLESTON,SWP,
SC1380001,PRIMO-WALMART 0642 (SC1380001),NC,A,CHESTERFIELD,SWP,
SC0480005,PRIMO-WALMART 0644 (0480005),NC,A,ANDERSON,SWP,
SC1480001,PRIMO-WALMART 1017 (1480001),NC,A,CLARENDON,GWP,
SC2980001,PRIMO-WALMART 1030 (SC2980001),NC,A,LANCASTER,SWP,
SC4280006,PRIMO-WALMART 1035 (SC4280006),NC,A,SPARTANBURG,SWP,
SC1880009,PRIMO-WALMART 1037 (SC1880009),NC,A,DORCHESTER,SWP,
SC3780002,PRIMO-WALMART 1123 (3780002),NC,A,OCONEE,SWP,
SC3080001,PRIMO-WALMART 1130 (3080001),NC,A,LAURENS,SWP,
SC4680005,PRIMO-WALMART 1144 (4680005),NC,A,YORK,SWP,
SC0880010,PRIMO-WALMART 1146 (SC0880010),NC,A,BERKELEY,SWP,
SC3280006,PRIMO-WALMART 1183 (SC3280006),NC,A,LEXINGTON,SWP,
SC4080009,PRIMO-WALMART 1339 (SC4080009),NC,A,RICHLAND,SWP,
SC1580003,PRIMO-WALMART 1358 (SC1580003),NC,A,COLLETON,GWP,
SC2480001,PRIMO-WALMART 1382 (2480001),NC,A,GREENWOOD,SWP,
SC0780024,PRIMO-WALMART 1383 (SC0780024),NC,A,BEAUFORT,SWP,
SC1280001,PRIMO-WALMART 1603 (1280001),NC,A,CHESTER,SWP,
SC1080068,PRIMO-WALMART 1748 (SC1080068),NC,A,CHARLESTON,SWP,
SC3380002,PRIMO-WALMART 1829 (SC3380002),NC,A,MARION,GWP,
SC2380020,PRIMO-WALMART 2328 (SC2380020),NC,A,GREENVILLE,SWP,
SC4280007,PRIMO-WALMART 2687 (4280007),NC,A,SPARTANBURG,SWP,
SC2180003,PRIMO-WALMART 2703 (2180003),NC,A,FLORENCE,GWP,
SC4280004,PRIMO-WALMART 2806 (SC4280004),NC,A,SPARTANBURG,SWP,
SC2680206,PRIMO-WALMART 2870 (SC2680206),NC,A,HORRY,SWP,
SC2680199,PRIMO-WALMART 2887 (SC2680199),NC,A,HORRY,SWP,
SC3980004,PRIMO-WALMART 3191 (SC3980004),NC,A,PICKENS,SWP,
SC0480014,PRIMO-WALMART 3192 (SC0480014),NC,A,ANDERSON,SWP,
SC3980002,PRIMO-WALMART 3222 (SC3980002),NC,A,PICKENS,SWP,
SC4280026,PRIMO-WALMART 3338 (SC4280026),NC,A,SPARTANBURG,SWP,
SC4680021,PRIMO-WALMART 3359 (4680021),NC,A,YORK,SWP,
SC1080067,PRIMO-WALMART 3367 (1080067),NC,A,CHARLESTON,SWP,
SC2280029,PRIMO-WALMART 3442 (SC2280029),NC,A,GEORGETOWN,SWP,
SC2380024,PRIMO-WALMART 3628 (SC2380024),NC,A,GREENVILLE,SWP,
SC0880018,PRIMO-WALMART 3646 (0880018),NC,A,BERKELEY,SWP,
SC1080095,PRIMO-WALMART 3713 (1080095),NC,A,CHARLESTON,SWP,
SC3880006,PRIMO-WALMART 3724 (3880006),NC,A,ORANGEBURG,SWP,
SC4680007,PRIMO-WALMART 3733 (4680007),NC,A,YORK,SWP,
SC4380009,PRIMO-WALMART 377 (SC4380009),NC,A,SUMTER,GWP,
SC0880019,PRIMO-WALMART 3899 (SC0880019),NC,A,BERKELEY,SWP,
SC2380021,PRIMO-WALMART 4145 (2380021),NC,A,GREENVILLE,SWP,
SC1080083,PRIMO-WALMART 4384 (SC1080083),NC,A,CHARLESTON,SWP,
SC3280009,PRIMO-WALMART 4420 (3280009),NC,A,LEXINGTON,SWP,
SC4080025,PRIMO-WALMART 4440 (4080025),NC,A,RICHLAND,SWP,
SC0480016,PRIMO-WALMART 4443 (SC0480016),NC,A,ANDERSON,SWP,
SC3980006,PRIMO-WALMART 4445 (3980006),NC,A,PICKENS,SWP,
SC2380025,PRIMO-WALMART 4452 (SC2380025),NC,A,GREENVILLE,SWP,
SC3480001,PRIMO-WALMART 4457 (SC3480001),NC,A,MARLBORO,SWP,
SC0280007,PRIMO-WALMART 4487 (0280007),NC,A,AIKEN,SWP,
SC4080022,PRIMO-WALMART 4506 (SC4080022),NC,A,RICHLAND,SWP,
SC3280010,PRIMO-WALMART 4521 (3280010),NC,A,LEXINGTON,SWP,
SC2380009,PRIMO-WALMART 4583 (SC2380009),NC,A,GREENVILLE,SWP,
SC4680008,PRIMO-WALMART 4593 (SC4680008),NC,A,YORK,SWP,
SC1880016,PRIMO-WALMART 5279 (SC1880016),NC,A,DORCHESTER,SWP,
SC3280020,PRIMO-WALMART 5291 (SC3280020),NC,A,LEXINGTON,SWP,
SC2680207,PRIMO-WALMART 5367 (SC2680207),NC,A,HORRY,SWP,
SC2380026,PRIMO-WALMART 5371 (SC2380026),NC,A,GREENVILLE,SWP,
SC3280019,PRIMO-WALMART 5378 (3280019),NC,A,LEXINGTON,SWP,
SC4380008,PRIMO-WALMART 5383 (4380008),NC,A,SUMTER,GWP,
SC2380007,PRIMO-WALMART 5487 (SC2380007),NC,A,GREENVILLE,SWP,
SC2680204,PRIMO-WALMART 5923 (SC2680204),NC,A,HORRY,SWP,
SC1880014,PRIMO-WALMART 6174 (1880014),NC,A,DORCHESTER,SWP,
SC2480003,PRIMO-WALMART 6887 (SC2480003),NC,A,GREENWOOD,SWP,
SC4680018,PRIMO-WALMART 6962 (4680018),NC,A,YORK,SWP,
SC0780050,PRIMO-WALMART 7181 (SC0780050),NC,A,BEAUFORT,SWP,
SC0780046,PRIMO-WALMART BLUFFTON (SC0780046),NC,A,BEAUFORT,SWP,
SC2180005,PRIMO-WALMART LAKE CITY 0621 (2180005),NC,A,FLORENCE,GWP,
SC2180006,PRIMO-WALMART-FRESH MARKET (SC2180006),NC,A,FLORENCE,SWP,
SC0280009,PRIMO-WALMART-SWEETWATER (0280009),NC,A,AIKEN,SWP,
SC0872034,PRINGLETOWN QUICK STOP (SC0872034),NC,A,BERKELEY,GW,
SC3610005,PROSPERITY TOWN OF (SC3610005),C,A,NEWBERRY,SWP,
SC3970907,PUMPKINTOWN MOUNTAIN (SC3970907),NC,A,PICKENS,GW,
SC3970203,PUMPKINTOWN STORE (SC3970203),NC,A,PICKENS,GW,
SC3270850,PUTNAMS HARBOR MARINA (SC3270850),NC,A,LEXINGTON,GW,
SC4080005,QLS - ROSEWOOD MARKET (4080005),NC,A,RICHLAND,SWP,
SC4350014,QUAIL HOLLOW S/D (SC4350014),C,A,SUMTER,GW,
SC4660063,QUAIL MEADOWS PARK LLC (SC4660063),C,A,YORK,GW,
SC0860067,QUATTLEBAUM MHP (SC0860067),NC,A,BERKELEY,GW,
SC3060005,R&S LAKEVIEW PARK LLC (3060005),NC,A,LAURENS,GW,
SC3050008,RANCH ROAD WATER (SC3050008),C,A,LAURENS,GW,
SC4070964,RCRC-GADSDEN PARK (SC4070964),NC,A,RICHLAND,GW,
SC4070112,RCRC/CROSSROAD PARK (SC4070112),NC,A,RICHLAND,GW,
SC2370924,REEDY FORK  ROCKY CRK FAIRGRD (SC2370924,NC,A,GREENVILLE,GW,
SC3260170,REGENCY SQUARE 2 (SC3260170),C,A,LEXINGTON,GW,
SC4670955,RENEWABLE RESOURCE ENERGY (SC4670955),NC,A,YORK,GW,
SC1830007,RESONAC GRAPHITE AMERICA INC (SC1830007),NTNC,A,DORCHESTER,GW,
SC4160011,RICHARD DEASON MHP (SC4160011),C,A,SALUDA,GW,
SC4050042,RICHLAND CO/POND DRIVE (SC4050042),C,A,RICHLAND,GW,
SC4060038,RICHLAND ESTATES MHC (SC4060038),C,A,RICHLAND,GW,
SC3250105,RIDGE POINTE S/D (SC3250105),C,A,LEXINGTON,GW,
SC4110002,RIDGE SPRING TOWN OF (SC4110002),C,A,SALUDA,SWP,
SC2710001,RIDGELAND TOWN OF (2710001),C,A,JASPER,GW,
SC1830031,RIDGEVILLE INDUSTRIAL CAMPUS (SC1830031),C,A,DORCHESTER,GW,
SC1810004,RIDGEVILLE TOWN OF (SC1810004),C,A,DORCHESTER,GW,
SC2070002,RIDGEWAY MANOR (SC2070002),C,A,FAIRFIELD,GW,
SC2010002,RIDGEWAY TOWN OF (SC2010002),C,A,FAIRFIELD,SWP,
SC3950005,RIVER BLUFF S/D (SC3950005),C,A,PICKENS,GW,
SC3270803,RIVER BOTTOM FARMS C/G (SC3270803),NC,A,LEXINGTON,GW,
SC2170802,RIVER NECK ACRES (SC2170802),NC,A,FLORENCE,GW,
SC2370881,RIVER OAKS RETREAT CENTER (SC2370881),NC,A,GREENVILLE,GW,
SC1570801,RIVER REST CG (SC1570801),NC,A,COLLETON,GW,
SC4620001,RIVERVIEW RURAL CWS (SC4620001),C,A,YORK,SWP,
SC3670913,RIVERWINDS LANDING (SC3670913),NC,A,NEWBERRY,GW,
SC1530803,RIZERS PORK & PRODUCE (SC1530803),NC,A,COLLETON,GW,
SC2770105,ROBERTVILLE SENIOR CENTER (SC2770105),NTNC,A,JASPER,GW,
SC4610002,ROCK HILL CITY OF (SC4610002),C,A,YORK,SW,
SC3950007,ROCK POINT HOA (SC3950007),C,A,PICKENS,GW,
SC3250099,ROCKFORD PLACE-CHARWOOD (SC3250099),C,A,LEXINGTON,GW,
SC3870801,ROCKS POND CAMPGROUND (SC3870801),NC,A,ORANGEBURG,GW,
SC3970677,ROCKY BOTTOM CAMP-BLIND (SC3970677),NC,A,PICKENS,GW,
SC1970675,ROCKY CREEK CHRISTIAN RETREAT (1970675),NC,A,MCCORMICK,GW,
SC1270916,ROCKY CREEK SPORTING CLAYS (1270916),NC,A,CHESTER,GW,
SC4420003,ROCKY CREEK W/D (SC4420003),C,A,UNION,SWP,
SC1270920,RODDEY BBQ (SC1270920),NC,A,CHESTER,GW,
SC1270908,RODMAN BALL FIELDS (SC1270908),NC,A,CHESTER,GW,
SC3260027,ROLLING MEADOWS MHP (3260027),C,A,LEXINGTON,GW,
SC1870200,RONNIES STATION (1870200),NC,A,DORCHESTER,GW,
SC4670251,ROUTE 55 COUNTRY GRILL & STORE(4670251),NC,A,YORK,GW,
SC1072014,ROXBURY MERCANTILE (SC1072014),NC,A,CHARLESTON,GW,
SC2470920,ROYAL FOOD STORE #7 (2470920),NC,A,GREENWOOD,GW,
SC3279027,RUCKERS COUNTRY STORE (SC3279027),NC,A,LEXINGTON,GW,
SC1574005,RUFFIN DOLLAR GENERAL (SC1574005),NC,A,COLLETON,GW,
SC0870859,RUSSELLVILLE PAVILLION (SC0870859),NC,A,BERKELEY,GW,
SC1080071,S SANTEE GRMNTWN FS DISP (SC1080071),NC,A,CHARLESTON,GW,
SC1570921,S&G GROCERY (1570921),NC,A,COLLETON,GW,
SC0870217,S&S CAMPGROUND #1 (SC0870217),NC,A,BERKELEY,GW,
SC4070935,S&S CORNER MART (SC4070935),NC,A,RICHLAND,GW,
SC0872012,S&S MOTEL AND DINER (SC0872012),NC,A,BERKELEY,GW,
SC3710001,SALEM TOWN OF (SC3710001),C,A,OCONEE,SWP,
SC0210005,SALLEY TOWN OF (SC0210005),C,A,AIKEN,GW,
SC4670240,SALON 108 (SC4670240),NC,A,YORK,GW,
SC4120001,SALUDA CO W&S AUTHORITY (4120001),C,A,SALUDA,SW,
SC4110001,SALUDA CPW (SC4110001),C,A,SALUDA,SWP,
SC4174003,SALUDA LIVESTOCK EXCHANGE (SC4174003),NC,A,SALUDA,GW,
SC3670800,SALUDA RIVER RESORT (SC3670800),NC,A,NEWBERRY,GW,
SC2670924,SAM #8 (SC2670924),NC,A,HORRY,GW,
SC1460010,SAMS CAMPGROUND  (SC1460010),NC,A,CLARENDON,GW,
SC3260183,SAND MOUNTAIN MHP (SC3260183),C,A,LEXINGTON,GW,
SC4672008,SANDERSON PROPERTY (SC4672008),NC,A,YORK,GW,
SC4060064,SANDY HILL MHP (SC4060064),C,A,RICHLAND,GW,
SC0860037,SANDY RUN MHP (SC0860037),C,A,BERKELEY,GW,
SC0420003,SANDY SPRINGS WATER CO INC (SC0420003),C,A,ANDERSON,SWP,
SC0830019,SANTEE COOPER CROSS PLT (SC0830019),NTNC,A,BERKELEY,GW,
SC0870918,SANTEE COOPER WAMPEE SOMERSET (0870918),NC,A,BERKELEY,GW,
SC4570931,SANTEE GROCERY (SC4570931),NC,A,WILLIAMSBURG,GW,
SC1470800,SANTEE LAKES KOA (SC1470800),NC,A,CLARENDON,GW,
SC3810011,SANTEE TOWN OF (SC3810011),C,A,ORANGEBURG,SWP,
SC4420007,SANTUCK HEBRON WATER CO (SC4420007),C,A,UNION,SWP,
SC2380032,SAPHA WATER-GNL PLEASANTBURG (SC2380032),NC,A,GREENVILLE,SWP,
SC2380033,SAPHA WATER-GNL WOODRUFF,NC,A,GREENVILLE,SWP,
SC0172004,SAXON'S HOTDOGS (SC0172004),NC,A,ABBEVILLE,GW,
SC1870935,SC DPS NORTHBOUND I95 WEIGH STATION,NC,A,DORCHESTER,GW,
SC1470909,SC WATERFOWL ASSOCIATION (1470909),NC,A,CLARENDON,GW,
SC1470854,SCARBOROUGH LANDING (SC1470854),NC,A,CLARENDON,GW,
SC4070956,SCARNG - KASSERINE PASS (4070956),NC,A,RICHLAND,GW,
SC0670918,SCAT PARK WATER SYSTEM (0670918),NTNC,A,BARNWELL,GW,
SC3770601,SCDNR-WALHALLA FISH HATCHERY (3770601),NC,A,OCONEE,GW,
SC3260081,SCENIC DRIVE MHP (SC3260081),C,A,LEXINGTON,GW,
SC3870934,SCOTCHMAN (SC3870934),NC,A,ORANGEBURG,GW,
SC0970910,SCOTCHMAN 3886 (SC0970910),NC,A,CALHOUN,GW,
SC2510008,SCOTIA TOWN OF (SC2510008),C,A,HAMPTON,GW,
SC4660105,SCOTLAND YARD MHP (SC4660105),C,A,YORK,GW,
SC0270601,SCPRT-AIKEN CAMPGROUND (0270601),NC,A,AIKEN,GW,
SC0270600,SCPRT-AIKEN SWIMMING AREA  (0270600),NC,A,AIKEN,GW,
SC2370603,SCPRT-CAMP BUCKHORN W/S (SC2370603),NC,A,GREENVILLE,GW,
SC1270600,SCPRT-CHESTER (1270600),NC,A,CHESTER,GW,
SC1570600,SCPRT-COLLETON WAYSIDE (SC1570600),NC,A,COLLETON,GW,
SC4270603,SCPRT-CROFT SP-LAKESIDE CG (4270603),NC,A,SPARTANBURG,GW,
SC4270602,SCPRT-CROFT STATE PARK-TWIN (4270602),NC,A,SPARTANBURG,GW,
SC3770608,SCPRT-DEVILS FORK (SC3770608),NC,A,OCONEE,GW,
SC1870600,SCPRT-GIVHAN'S PARK (SC1870600),NC,A,DORCHESTER,GW,
SC1370902,SCPRT-H COOPER BLACK REC AREA (1370902),NC,A,CHESTERFIELD,GW,
SC3570603,SCPRT-HAMILTON BRANCH (3570603),NC,A,MCCORMICK,GW,
SC1070600,SCPRT-HAMPTON PLANTATION (1070600),NC,A,CHARLESTON,GW,
SC0170901,SCPRT-JIM RAMPEY REC (SC0170901),NC,A,ABBEVILLE,GW,
SC2370688,SCPRT-JONES GAP STATE PARK (SC2370688),NC,A,GREENVILLE,GW,
SC4670603,SCPRT-KINGS MT CRAWFORD (SC4670603),NC,A,YORK,GW,
SC4670881,SCPRT-KINGS MTN SP-CAMP CHEROKEE 4670881,NC,A,YORK,GW,
SC4670880,SCPRT-KINGS MTN SP-CAMP YORK (SC4670880),NC,A,YORK,GW,
SC2570600,SCPRT-LAKE WARREN SP (SC2570600),NC,A,HAMPTON,GW,
SC1270601,SCPRT-LANDSFORD STATE PARK (1270601),NC,A,CHESTER,GW,
SC3770600,SCPRT-OCONEE STATE PARK (3770600),NC,A,OCONEE,GW,
SC3770659,SCPRT-OCONEE STATION (SC3770659),NC,A,OCONEE,GW,
SC3970607,SCPRT-TABLE ROCK SP (3970607),NC,A,PICKENS,GW,
SC2110009,SCRANTON TOWN OF (SC2110009),C,A,FLORENCE,GW,
SC4679003,SD SUPERETTE (SC4679003),NC,A,YORK,GW,
SC1010009,SEABROOK ISLAND TOWN OF (1010009),C,A,CHARLESTON,SWP,
SC0771004,SEASIDE FARMS SHOP HOUSING (SC0771004),NC,A,BEAUFORT,GW,
SC3710002,SENECA CITY OF (SC3710002),C,A,OCONEE,SW,
SC4072010,SERENDIPITY(SC4072010),NC,A,RICHLAND,GW,
SC4670878,SERENITY CLUB OF YORK CO (SC4670878),NC,A,YORK,GW,
SC3250060,SHADY ACRES (SC3250060),C,A,LEXINGTON,GW,
SC4610005,SHARON TOWN OF (SC4610005),C,A,YORK,GW,
SC4310501,SHAW AFB (SC4310501),C,A,SUMTER,GW,
SC4360012,SHAW MOBILE HOME PARK (SC4360012),C,A,SUMTER,GW,
SC3250102,SHEALY ESTATES III (SC3250102),C,A,LEXINGTON,GW,
SC0770927,SHELDON CONVENIENCE STORE (0770927),NC,A,BEAUFORT,GW,
SC4670957,SHIELD OF FAITH (SC4670957),NC,A,YORK,GW,
SC4320005,SHILOH WATER SYSTEM (SC4320005),C,A,SUMTER,GW,
SC3279014,SHIV MART #4 (3279014),NC,A,LEXINGTON,GW,
SC4670981,SHREE BAPS LLC (SC4670981),NC,A,YORK,GW,
SC1070915,SHREE FOOD MART (SC1070915),NC,A,CHARLESTON,GW,
SC2570907,SHUMANS STOP AND SHOP (2570907),NC,A,HAMPTON,GW,
SC3270802,SIESTA COVE RV PARK MARINA (SC3270802),C,A,LEXINGTON,GW,
SC4060019,SILVER HILL MANUF HOME COMM. (SC4060019),C,A,RICHLAND,GW,
SC3260022,SILVER LAKE MHP (SC3260022),C,A,LEXINGTON,GW,
SC3820002,SILVER SPRINGS W/D (SC3820002),C,A,ORANGEBURG,SWP,
SC3920002,SIX MILE W/D (SC3920002),C,A,PICKENS,SWP,
SC4220006,SJWD MIDDLE TYGER WTP (SC4220006),C,A,SPARTANBURG,SW,
SC3070853,SKIPPERS MARINA & CAMPGROUND (SC3070853),NC,A,LAURENS,GW,
SC3870401,SLUMBERLAND MOTEL (SC3870401),NC,A,ORANGEBURG,GW,
SC1510002,SMOAKS TOWN OF (1510002),C,A,COLLETON,GW,
SC0170200,SOGGY BOTTOM GRILL (SC0170200),NC,A,ABBEVILLE,GW,
SC0720001,SOUTH ISLAND PSD (SC0720001),C,A,BEAUFORT,GW,
SC1770208,SOUTH OF THE BORDER (SC1770208),NTNC,A,DILLON,GW,
SC0270922,SOUTH ON WHISKEY(SC0270922),NC,A,AIKEN,GW,
SC3270851,SOUTH SHORE MARINA LLC (SC3270851),NC,A,LEXINGTON,GW,
SC3660006,SOUTHERN COMFORT (SC3660006),NC,A,NEWBERRY,GW,
SC4270234,SOUTHERN MANNERS (SC4270234),NC,A,SPARTANBURG,GW,
SC4172001,SOUTHERN THYMES (SC4172001),NC,A,SALUDA,GW,
SC3920010,SOUTHSIDE W/D (3920010),C,A,PICKENS,SWP,
SC4674007,SOUTHTOWN WATER SPORTS PARK (SC4674007),NC,A,YORK,GW,
SC1170800,SPACIOUS SKIES PEACH HAVEN (SC1170800),NC,A,CHEROKEE,GW,
SC4210001,SPARTANBURG WATER SYSTEM (SC4210001),C,A,SPARTANBURG,SW,
SC4670255,SPEEDY EXPRESS (4670255),NC,A,YORK,GW,
SC0870857,SPIERS LANDING (SC0870857),NC,A,BERKELEY,GW,
SC0872038,SPORTSMAN BAR & GRILL (SC0872038),NC,A,BERKELEY,GW,
SC3810009,SPRINGFIELD TOWN OF (SC3810009),C,A,ORANGEBURG,GW,
SC0270909,SREL CONFERENCE CENTER (SC0270909),NC,A,AIKEN,GW,
SC0230501,SRNS LLC A-AREA (SC0230501),NTNC,A,AIKEN,GW,
SC1810001,ST GEORGE TOWN OF (SC1810001),C,A,DORCHESTER,GW,
SC1070143,ST JAMES SCHOOL (SC1070143),NTNC,A,CHARLESTON,GW,
SC1070006,ST JAMES-SANTEE FHC INC (SC1070006),NTNC,A,CHARLESTON,GW,
SC1020002,ST JOHN'S WATER (SC1020002),C,A,CHARLESTON,SWP,
SC0910001,ST MATTHEWS TOWN OF (SC0910001),C,A,CALHOUN,GW,
SC0272015,STABLEVIEW LLC (SC0272015),NC,A,AIKEN,GW,
SC3470200,STANTON'S BBQ (SC3470200),NC,A,MARLBORO,GW,
SC0420005,STARR-IVA W/D (SC0420005),C,A,ANDERSON,SWP,
SC3250018,STEPHENSON'S LAKE (SC3250018),C,A,LEXINGTON,SWP,
SC4630046,STEPHENSON-WEIR INC (SC4630046),NC,A,YORK,GW,
SC0270924,STOP & SAVE LLC (SC0270924),NC,A,AIKEN,GW,
SC4510003,STUCKEY TOWN OF (SC4510003),C,A,WILLIAMSBURG,GW,
SC1572002,SUBWAY-COTTAGEVILLE (1572002),NC,A,COLLETON,GW,
SC1010003,SULLIVANS ISLAND TOWN OF (1010003),C,A,CHARLESTON,SWP,
SC1410003,SUMMERTON TOWN OF (SC1410003),C,A,CLARENDON,GW,
SC1810003,SUMMERVILLE CPW (SC1810003),C,A,DORCHESTER,SWP,
SC4310001,SUMTER CITY OF (SC4310001),C,A,SUMTER,GW,
SC4320002,SUMTER CO-WEDGEFIELD-STATEBURG WD,C,A,SUMTER,GW,
SC4350016,SUMTER-WESSEX S/D (SC4350016),C,A,SUMTER,GW,
SC3870804,SUNNY DAY RV PARK,NC,A,ORANGEBURG,GW,
SC3260138,SUNNYVALE MHP (SC3260138),C,A,LEXINGTON,GW,
SC3050013,SUNSET POINTE S/D (SC3050013),C,A,LAURENS,GW,
SC2830003,SUOMINEN NONWOVENS (SC2830003),NTNC,A,KERSHAW,GW,
SC1470412,SUPER 8 MOTEL (SC1470412),NC,A,CLARENDON,GW,
SC2070852,SUTTONS LANDING (2070852),NC,A,FAIRFIELD,GW,
SC3210006,SWANSEA TOWN OF (SC3210006),C,A,LEXINGTON,SWP,
SC0670800,SWEETWATER COUNTRY CLUB (0670800),NC,A,BARNWELL,GW,
SC0970800,SWEETWATER LAKE (SC0970800),NC,A,CALHOUN,GW,
SC4280014,SWS-ICE HOUSE 1 (4280014),NC,A,SPARTANBURG,SWP,
SC4280019,SWS-ICE HOUSE 10 (4280019),NC,A,SPARTANBURG,SWP,
SC4280021,SWS-ICE HOUSE 12 (SC4280021),NC,A,SPARTANBURG,SWP,
SC4280015,SWS-ICE HOUSE 2 (4280015),NC,A,SPARTANBURG,SWP,
SC4280010,SWS-ICE HOUSE 3A (4280010),NC,A,SPARTANBURG,SWP,
SC4280012,SWS-ICE HOUSE 4 (4280012),NC,A,SPARTANBURG,SWP,
SC4280011,SWS-ICE HOUSE 5 (SC4280011),NC,A,SPARTANBURG,SWP,
SC4280009,SWS-ICE HOUSE 6 (4280009),NC,A,SPARTANBURG,SWP,
SC4280016,SWS-ICE HOUSE 7 (4280016,NC,A,SPARTANBURG,SWP,
SC4280017,SWS-ICE HOUSE 8 (4280017),NC,A,SPARTANBURG,SWP,
SC4280018,SWS-ICE HOUSE 9 (4280018),NC,A,SPARTANBURG,SWP,
SC4210003,SWS-LANDRUM WTP (SC4210003),C,A,SPARTANBURG,SW,
SC4030005,SYLVAMO EASTOVER MILL (SC4030005),NTNC,A,RICHLAND,GW,
SC1072002,T W  GRAHAM CO (SC1072002),NC,A,CHARLESTON,GW,
SC4672000,T&M FOOD STORE (4672000),NC,A,YORK,GW,
SC3970300,TABLE ROCK RESORT (SC3970300),C,A,PICKENS,GW,
SC3970800,TABLE ROCK RETREAT AND CONF CENTER,NC,A,PICKENS,GW,
SC0220005,TALATHA W/D (SC0220005),C,A,AIKEN,GW,
SC1870800,TANAGER WOODS RV CG (SC1870800),NC,A,DORCHESTER,GW,
SC4670958,TANGO MART (4670958),NC,A,YORK,GW,
SC1470853,TAW CAW CAMPGROUND & MARINA (SC1470853),NC,A,CLARENDON,GW,
SC0760015,TAYLOR MH ESTATE (SC0760015),C,A,BEAUFORT,GW,
SC3860001,TAYLORS LANDING & CAMPGROUND (SC3860001),NC,A,ORANGEBURG,GW,
SC4670977,TC SHAVED ICE (4670977),NC,A,YORK,GW,
SC4610008,TEGA CAY CITY OF (SC4610008),C,A,YORK,SWP,
SC2770908,TEMPTATIONS (SC2770908),NC,A,JASPER,GW,
SC1070236,THE BENT ROD (SC1070236),NC,A,CHARLESTON,GW,
SC2470875,THE FORT CLUB (SC2470875),NC,A,GREENWOOD,GW,
SC4072007,THE FRIENDLY CATERER (SC4072007),NC,A,RICHLAND,GW,
SC3272007,THE MASTER'S MOTOPLEX (SC3272007),NC,A,LEXINGTON,GW,
SC1470932,THE MATRIX CENTER (SC1470932),NC,A,CLARENDON,GW,
SC4672009,THE PEACH TREE (SC4672009),NC,A,YORK,GW,
SC0270876,THE TREE FARM (SC0270876),NC,A,AIKEN,GW,
SC3674002,THE VENUE AT MURPHY HILL (SC3674002),NC,A,NEWBERRY,GW,
SC2680181,THE WATER STORE (SC2680181),NC,A,HORRY,SWP,
SC4674016,THERAPY WORKS 4 KIDS (SC4674016),NC,A,YORK,GW,
SC2660045,THOMPKINS MHP (SC2660045),C,A,HORRY,GW,
SC3670904,THREE B CORNER (SC3670904),NC,A,NEWBERRY,GW,
SC1974001,THREE STAR VINEYARDS (SC1974001),NC,A,EDGEFIELD,GW,
SC2770212,TIGER EXPRESS #11 (SC2770212),NC,A,JASPER,GW,
SC3750006,TIMBER LAKE I (SC3750006),C,A,OCONEE,GW,
SC3750007,TIMBER LAKE II (SC3750007),C,A,OCONEE,GW,
SC4130002,TIMBERMEN INC 'THE' (4130002),NTNC,A,SALUDA,GW,
SC1971009,TITAN FARMS CAMP 5 (1971009),NC,A,EDGEFIELD,GW,
SC4171004,TITAN FARMS CAMP 6 (SC4171004),NC,A,SALUDA,GW,
SC1971010,TITAN FARMS CAMP 9 (SC1971010),NC,A,EDGEFIELD,GW,
SC0271005,TITAN FARMS TIMMERMAN CAMP (SC0271005),NC,A,AIKEN,GW,
SC0172001,TOJO'S WELL (SC0172001),NC,A,ABBEVILLE,GW,
SC1472006,TOMMY MAC'S (SC1472006),NC,A,CLARENDON,GW,
SC4171005,TOPAZ ROAD CAMP (SC4171005),NC,A,SALUDA,GW,
SC1079030,TRI STATE LIFE SAFETY (SC1079030),NC,A,CHARLESTON,GW,
SC0970901,TRI-COUNTY ELECTRIC COOP (0970901),NTNC,A,CALHOUN,GW,
SC1720001,TRICO WATER COMPANY (SC1720001),C,A,DILLON,GW,
SC0870136,TRINITY CHRISTIAN ACADEMY (SC0870136),NC,A,BERKELEY,GW,
SC3260049,TRIPLE ACRES MHP 1 (SC3260049),C,A,LEXINGTON,GW,
SC3260029,TRIPLE ACRES MHP 2 (SC3260029),C,A,LEXINGTON,GW,
SC0220016,TROLLEY RUN STATION DEVELOPMENT(0220016),C,A,AIKEN,GW,
SC2380036,TUCKER ICE AND WATER VENDING (SC2380036),NC,A,GREENVILLE,SWP,
SC3770930,TUNNEL TOWN EXPRESS (SC3770930),NC,A,OCONEE,GW,
SC1410004,TURBEVILLE TOWN OF (SC1410004),C,A,CLARENDON,GW,
SC3750022,TURTLEHEAD AT KEOWEE S/D (SC3750022),C,A,OCONEE,GW,
SC4660007,TWIN LAKES ESTATES (SC4660007),C,A,YORK,SWP,
SC3272010,TWISTED TAYLORS (SC3272010),NC,A,LEXINGTON,GW,
SC0310002,ULMER TOWN OF (SC0310002),C,A,ALLENDALE,GW,
SC2830011,UNIMIN-OFFICE COMPLEX (2830011),NTNC,A,KERSHAW,GW,
SC4410001,UNION CITY OF (SC4410001),C,A,UNION,SW,
